Date,Region,Location,Lat,Long,Habitat,Temp_water_C,Wave_exposure,STATION,TRANSECT,DATATYP,SPECIES,NUMBER,Min,Max,Avg,Num_m^2
7-Feb-17,Hornos,ISLA HERSCHEL,-55.82639,-67.27045,Kelp bed,8.9,South,10,A,QUAN,Patagonotothen tessellata,104,6,18,12,2.08
7-Feb-17,Hornos,ISLA HERSCHEL,-55.82639,-67.27045,Kelp bed,8.9,South,10,B,QUAN,Patagonotothen tessellata,20,6,,6,0.40
7-Feb-17,Hornos,ISLA HERSCHEL,-55.82639,-67.27045,Kelp bed,8.9,South,10,B,QUAN,Patagonotothen squamiceps,1,7,,7,0.02
7-Feb-17,Hornos,ISLA HERSCHEL,-55.82639,-67.27045,Kelp bed,8.9,South,10,B,QUAN,Patagonotothen cornucola,4,10,12,11,0.08
8-Feb-17,Hornos,ISLA HERMITE,-55.81012,-67.51534,Kelp bed,8.9,South,11,A,QUAN,Patagonotothen cornucola,2,10,12,11,0.04
8-Feb-17,Hornos,ISLA HERMITE,-55.81012,-67.51534,Kelp bed,8.9,South,11,A,QUAN,Patagonotothen tessellata,30,5,15,10,0.60
8-Feb-17,Hornos,ISLA HERMITE,-55.81012,-67.51534,Kelp bed,8.9,South,11,A,QUAN,Patagonotothen squamiceps,5,5,7,6,0.10
8-Feb-17,Hornos,ISLA HERMITE,-55.81012,-67.51534,Kelp bed,8.9,South,11,B,QUAN,Patagonotothen squamiceps,13,6,10,8,0.26
8-Feb-17,Hornos,ISLA HERMITE,-55.81012,-67.51534,Kelp bed,8.9,South,11,B,QUAN,Patagonotothen tessellata,63,6,12,9,1.26
8-Feb-17,Hornos,ISLA HERMITE,-55.81012,-67.51534,Kelp bed,8.9,South,11,B,QUAN,Patagonotothen cornucola,4,6,15,10.5,0.08
8-Feb-17,Hornos,ISLA HERMITE,-55.81012,-67.51534,Kelp bed,8.9,South,11,B,QUAN,Mixine australis,1,30,,30,0.02
8-Feb-17,Hornos,ISLA HERMITE,-55.83443,-67.5218,Kelp bed,8.9,South,12,A,QUAN,Patagonotothen sima,2,6,,6,0.04
8-Feb-17,Hornos,ISLA HERMITE,-55.83443,-67.5218,Kelp bed,8.9,South,12,A,QUAL,Sprattus fuegensis,,,,,
8-Feb-17,Hornos,ISLA HERMITE,-55.83443,-67.5218,Kelp bed,8.9,South,12,A,QUAN,Agonopsis chiloensis,1,10,,10,0.02
8-Feb-17,Hornos,ISLA HERMITE,-55.83443,-67.5218,Kelp bed,8.9,South,12,A,QUAN,Cottoperca trigloides,1,16,,16,0.02
8-Feb-17,Hornos,ISLA HERMITE,-55.83443,-67.5218,Kelp bed,8.9,South,12,A,QUAN,Patagonotothen cornucola,3,12,15,13.5,0.06
8-Feb-17,Hornos,ISLA HERMITE,-55.83443,-67.5218,Kelp bed,8.9,South,12,A,QUAL,Sebastes oculatus,1,24,,24,0.02
9-Feb-17,Hornos,ISLA WOLLASTON,-55.7586,-67.48488,Kelp bed,10,South,13,A,QUAN,Patagonotothen tessellata,2,6,7,6.5,0.04
9-Feb-17,Hornos,ISLA WOLLASTON,-55.7586,-67.48488,Kelp bed,10,South,13,A,QUAN,Patagonotothen squamiceps,6,5,7,6,0.12
9-Feb-17,Hornos,ISLA WOLLASTON,-55.7586,-67.48488,Kelp bed,10,South,13,A,QUAN,Paranotothenia magellanica,3,12,13,12.5,0.06
9-Feb-17,Hornos,ISLA WOLLASTON,-55.7586,-67.48488,Kelp bed,10,South,13,A,QUAN,Patagonotothen cornucola,1,13,,13,0.02
9-Feb-17,Hornos,ISLA WOLLASTON,-55.7586,-67.48488,Kelp bed,10,South,13,B,QUAN,Patagonotothen cornucola,1,14,,14,0.02
9-Feb-17,Hornos,ISLA WOLLASTON,-55.7586,-67.48488,Kelp bed,10,South,13,B,QUAN,Patagonotothen squamiceps,4,6,12,9,0.08
9-Feb-17,Hornos,ISLA WOLLASTON,-55.7586,-67.48488,Kelp bed,10,South,13,B,QUAN,Patagonotothen tessellata,1,8,,8,0.02
9-Feb-17,Hornos,ISLA WOLLASTON,-55.7504,-67.47913,Kelp bed,10,South,14,A,QUAN,Paranotothenia magellanica,1,16,,16,0.02
9-Feb-17,Hornos,ISLA WOLLASTON,-55.7504,-67.47913,Kelp bed,10,South,14,A,QUAN,Patagonotothen cornucola,2,10,12,11,0.04
9-Feb-17,Hornos,ISLA WOLLASTON,-55.7504,-67.47913,Kelp bed,10,South,14,A,QUAN,Patagonotothen squamiceps,6,5,10,7.5,0.12
9-Feb-17,Hornos,ISLA WOLLASTON,-55.7504,-67.47913,Kelp bed,10,South,14,B,QUAN,Patagonotothen cornucola,5,6,15,10.5,0.10
9-Feb-17,Hornos,ISLA WOLLASTON,-55.7504,-67.47913,Kelp bed,10,South,14,B,QUAN,Patagonotothen squamiceps,9,6,15,10.5,0.18
10-Feb-17,Hornos,ISLA WOLLASTON,-55.75012,-67.50832,Kelp bed,10,South,15,A,QUAN,Patagonotothen cornucola,4,10,14,12,0.08
10-Feb-17,Hornos,ISLA WOLLASTON,-55.75012,-67.50832,Kelp bed,10,South,15,A,QUAN,Patagonotothen sima,3,6,8,7,0.06
10-Feb-17,Hornos,ISLA WOLLASTON,-55.75012,-67.50832,Kelp bed,10,South,15,B,QUAN,Paranotothenia magellanica,4,8,10,9,0.08
10-Feb-17,Hornos,ISLA WOLLASTON,-55.75012,-67.50832,Kelp bed,10,South,15,B,QUAN,Patagonotothen cornucola,3,12,14,13,0.06
10-Feb-17,Hornos,ISLA WOLLASTON,-55.75012,-67.50832,Kelp bed,10,South,15,B,QUAN,Patagonotothen sima,1,6,,6,0.02
10-Feb-17,Hornos,ISLA WOLLASTON,-55.59039,-67.52548,Kelp bed,10,South,16,A,QUAN,Patagonotothen cornucola,13,5,15,10,0.26
10-Feb-17,Hornos,ISLA WOLLASTON,-55.59039,-67.52548,Kelp bed,10,South,16,A,QUAN,Patagonotothen sima,1,7,,7,0.02
10-Feb-17,Hornos,ISLA WOLLASTON,-55.59039,-67.52548,Kelp bed,10,South,16,A,QUAN,Patagonotothen squamiceps,17,6,12,9,0.34
10-Feb-17,Hornos,ISLA WOLLASTON,-55.59039,-67.52548,Kelp bed,10,South,16,B,QUAN,Patagonotothen sima,2,6,8,7,0.04
10-Feb-17,Hornos,ISLA WOLLASTON,-55.59039,-67.52548,Kelp bed,10,South,16,B,QUAN,Patagonotothen squamiceps,7,4,10,7,0.14
10-Feb-17,Hornos,ISLA WOLLASTON,-55.59039,-67.52548,Kelp bed,10,South,16,B,QUAN,Patagonotothen cornucola,6,8,12,10,0.12
10-Feb-17,Hornos,ISLA WOLLASTON,-55.59039,-67.52548,Kelp bed,10,South,16,B,QUAN,Cottoperca trigloides,1,16,,16,0.02
10-Feb-17,Hornos,ISLA WOLLASTON,-55.59039,-67.52548,Kelp bed,10,South,16,B,QUAN,Patagonotothen tessellata,4,10,14,12,0.08
11-Feb-17,Hornos,ISLA WOLLASTON,-55.6251,-67.48141,Kelp bed,10,South,17,A,QUAN,Patagonotothen tessellata,33,7,15,11,0.66
11-Feb-17,Hornos,ISLA WOLLASTON,-55.6251,-67.48141,Kelp bed,10,South,17,A,QUAN,Mixine australis,2,12,18,15,0.04
11-Feb-17,Hornos,ISLA WOLLASTON,-55.6251,-67.48141,Kelp bed,10,South,17,A,QUAN,Patagonotothen cornucola,5,10,11,10.5,0.10
11-Feb-17,Hornos,ISLA WOLLASTON,-55.6251,-67.48141,Kelp bed,10,South,17,A,QUAN,Patagonotothen sima,2,7,,7,0.04
11-Feb-17,Hornos,ISLA WOLLASTON,-55.6251,-67.48141,Kelp bed,10,South,17,A,QUAN,Patagonotothen squamiceps,23,6,10,8,0.46
11-Feb-17,Hornos,ISLA WOLLASTON,-55.6251,-67.48141,Kelp bed,10,South,17,B,QUAN,Patagonotothen tessellata,69,6,16,11,1.38
11-Feb-17,Hornos,ISLA WOLLASTON,-55.6251,-67.48141,Kelp bed,10,South,17,B,QUAN,Patagonotothen squamiceps,32,6,12,9,0.64
11-Feb-17,Hornos,ISLA WOLLASTON,-55.6251,-67.48141,Kelp bed,10,South,17,B,QUAN,Patagonotothen sima,1,6,,6,0.02
11-Feb-17,Hornos,ISLA WOLLASTON,-55.6251,-67.48141,Kelp bed,10,South,17,B,QUAN,Mixine australis,1,20,,20,0.02
11-Feb-17,Hornos,ISLA WOLLASTON,-55.6251,-67.48141,Kelp bed,10,South,17,B,QUAL,Patagonotothen sp.,1,,,,0.02
11-Feb-17,Hornos,ISLA WOLLASTON,-55.6251,-67.48141,Kelp bed,10,South,17,B,QUAN,Agonopsis chiloensis,1,8,,8,0.02
11-Feb-17,Hornos,ISLA GREVY,-55.52999,-67.60627,Kelp bed,10,South,18,A,QUAN,Patagonotothen cornucola,3,5,12,8.5,0.06
11-Feb-17,Hornos,ISLA GREVY,-55.52999,-67.60627,Kelp bed,10,South,18,A,QUAN,Patagonotothen squamiceps,12,5,10,7.5,0.24
11-Feb-17,Hornos,ISLA GREVY,-55.52999,-67.60627,Kelp bed,10,South,18,B,QUAN,Patagonotothen tessellata,2,12,,12,0.04
11-Feb-17,Hornos,ISLA GREVY,-55.52999,-67.60627,Kelp bed,10,South,18,B,QUAL,Sprattus fuegensis,,,,,
11-Feb-17,Hornos,ISLA GREVY,-55.52999,-67.60627,Kelp bed,10,South,18,B,QUAN,Patagonotothen cornucola,2,8,15,11.5,0.04
11-Feb-17,Hornos,ISLA GREVY,-55.52999,-67.60627,Kelp bed,10,South,18,B,QUAN,Patagonotothen sima,6,6,10,8,0.12
11-Feb-17,Hornos,ISLA GREVY,-55.52999,-67.60627,Kelp bed,10,South,18,B,QUAN,Patagonotothen squamiceps,5,8,,8,0.10
14-Feb-18,Isla de los Estados,Puerto Lasserre,-54.73656,-63.86156,Kelp bed,10,North,4,Media team,QUAL,Salilota australis,,,,,
13-Feb-18,Isla de los Estados,Merle Cove,-54.792,-64.08,Kelp bed,9,South,2,Media team,QUAL,Agonopsis chiloensis,,,,,
